pr_number,change_risk_label,total_changes
325868,0,57.0
325866,0,347.0
325865,0,1217.0
325864,1,31918.0
325863,0,13.0
325861,0,13.0
325858,0,2.0
325857,0,97.0
325856,0,12.0
325855,0,80.0
325854,0,215.0
325851,0,102.0
325850,0,104.0
325849,0,104.0
325848,0,13.0
325847,0,104.0
325843,0,422.0
325842,0,485.0
325841,0,0.0
325838,0,23.0
325837,0,145.0
325835,0,230.0
325833,0,93.0
325832,0,6.0
325831,0,6.0
325828,0,49.0
325823,0,0.0
325821,0,135.0
325818,0,4.0
325816,0,242.0
325815,0,2767.0
325813,0,322.0
325810,1,16954.0
325809,0,52.0
325808,0,116.0
325807,0,526.0
325806,1,6363.0
325805,0,118.0
325804,0,562.0
325801,1,11496.0
325799,0,8.0
325797,0,5.0
325794,0,19.0
325793,0,19.0
325792,1,5735.0
325791,1,26109.0
325790,0,6.0
325788,0,27.0
325787,1,27423.0
325785,1,12422.0
325783,0,67.0
325781,0,385.0
325780,0,253.0
325777,0,2646.0
325774,0,514.0
325772,0,145.0
325769,0,518.0
325768,0,218.0
325766,0,0.0
325765,0,3838.0
325762,0,112.0
325757,1,64616.0
325756,0,2.0
325753,0,15.0
325752,0,24.0
325749,1,6933.0
325746,0,108.0
325741,0,8.0
325737,0,610.0
325735,0,0.0
325733,0,95.0
325726,0,451.0
325725,1,39006.0
325724,0,135.0
325723,0,14.0
325722,0,0.0
325719,0,194.0
325718,0,225.0
325716,0,249.0
325714,0,762.0
325713,0,97.0
325712,0,456.0
325710,0,24.0
325707,0,28.0
325706,0,2.0
325704,0,0.0
325702,0,81.0
325701,0,132.0
325699,0,25.0
325698,0,154.0
325697,1,5715.0
325695,0,13.0
325693,0,20.0
325691,1,7455.0
325690,0,2.0
325689,0,6.0
325687,0,107.0
325685,0,9.0
325683,0,130.0
325682,0,13.0
325681,0,2404.0
325680,0,59.0
325679,1,19962.0
325678,0,2.0
325676,0,622.0
325674,0,2.0
325659,0,1815.0
325654,1,26837.0
325649,0,13.0
325646,0,2.0
325641,0,15.0
325640,0,2070.0
325639,0,0.0
325638,0,6.0
325637,0,6.0
325636,0,19.0
325632,0,9.0
325629,0,7.0
325628,0,111.0
325626,0,1.0
325625,0,12.0
325624,0,19.0
325622,0,1.0
325615,0,0.0
325614,0,279.0
325613,0,639.0
325609,0,236.0
325599,0,12.0
325597,0,211.0
325596,1,11258.0
325594,0,19.0
325593,0,609.0
325591,0,61.0
325585,0,13.0
325584,0,6.0
325582,0,7.0
325581,0,614.0
325580,0,233.0
325578,1,121072.0
325575,0,6.0
325573,1,39255.0
325563,0,875.0
325553,0,155.0
325548,0,1575.0
325547,1,38352.0
325544,0,4.0
325543,0,16.0
325541,0,2.0
325538,0,63.0
325536,0,270.0
325532,0,14.0
325528,0,269.0
325525,1,23121.0
325521,0,135.0
325515,0,221.0
325514,0,1089.0
325513,0,3267.0
325511,0,2.0
325509,0,9.0
325505,1,16304.0
325503,1,64253.0
325492,0,8.0
325478,0,3403.0
325477,0,2980.0
325472,0,78.0
325468,0,102.0
325464,0,9.0
325463,0,2.0
325460,1,74356.0
325458,0,431.0
325457,0,8.0
325454,0,80.0
325445,1,12135.0
325444,0,137.0
325443,0,136.0
325442,0,20.0
325441,1,18236.0
325437,1,11580.0
325428,0,362.0
325423,0,41.0
325422,1,22148.0
325417,0,4499.0
325410,1,22760.0
325407,0,48.0
325405,1,22050.0
325404,0,192.0
325401,0,246.0
325400,0,1.0
325399,0,6.0
325397,0,264.0
325396,0,165.0
325393,1,11452.0
325391,0,66.0
325387,0,18.0
325386,0,10.0
325385,0,649.0
325384,0,102.0
325383,0,10.0
325382,0,340.0
325380,1,14167.0
325374,0,4.0
325372,1,22515.0
325371,0,284.0
325370,0,622.0
325369,0,0.0
325368,0,289.0
325367,1,32326.0
325366,0,332.0
325365,0,23.0
325364,0,0.0
325359,1,30751.0
325358,0,14.0
325351,0,2.0
325347,0,12.0
325346,0,25.0
325344,0,56.0
325343,0,2.0
325342,0,16.0
325340,0,0.0
325339,0,555.0
325338,1,21590.0
325337,0,64.0
325335,0,1444.0
325332,0,252.0
325331,1,11453.0
325329,0,22.0
325322,0,71.0
325321,1,46174.0
325320,0,85.0
325316,0,0.0
325314,0,44.0
325311,0,3414.0
325310,1,38618.0
325309,0,175.0
325307,0,88.0
325305,0,32.0
325304,0,118.0
325303,0,1237.0
325302,0,194.0
325301,0,558.0
325300,0,197.0
325299,1,34098.0
325298,1,32932.0
325295,0,222.0
325296,0,184.0
325294,1,32305.0
325293,0,273.0
325291,1,35787.0
325284,0,2.0
325283,1,13371.0
325278,0,359.0
325276,0,227.0
325275,0,23.0
325272,0,74.0
325271,0,548.0
325269,0,256.0
325268,1,30255.0
325263,0,3229.0
325262,0,1057.0
325259,1,38171.0
325258,0,244.0
325257,0,3.0
325254,0,251.0
325249,0,508.0
325247,0,120.0
325241,1,117764.0
325239,1,13707.0
325238,0,368.0
325234,0,4.0
325233,0,63.0
325228,0,44.0
325226,0,234.0
325223,1,34038.0
325222,0,261.0
325212,0,349.0
325211,0,320.0
325209,1,22687.0
325207,0,361.0
325206,0,535.0
325205,0,297.0
325203,0,266.0
325202,0,283.0
325200,1,34019.0
325198,1,16258.0
325196,0,276.0
325195,1,34602.0
325194,0,1169.0
325193,0,16.0
325191,0,575.0
325190,0,654.0
325189,0,106.0
325187,1,18927.0
325184,1,109484.0
325183,0,217.0
325181,0,300.0
325180,0,12.0
325175,1,6549.0
325173,0,80.0
325170,0,12.0
325169,0,134.0
325168,0,210.0
325166,0,902.0
325165,1,42168.0
325163,0,17.0
325161,1,73061.0
325159,0,114.0
325158,0,376.0
325155,1,52171.0
325154,0,81.0
325153,0,159.0
325151,0,246.0
325148,0,28.0
325145,1,70097.0
325143,0,3714.0
325140,0,47.0
325139,0,933.0
325138,0,2530.0
325137,0,32.0
325135,0,30.0
325134,0,17.0
325131,0,288.0
325129,1,16005.0
325126,0,21.0
325124,0,9.0
325123,0,18.0
325122,1,36244.0
325120,0,38.0
325119,0,0.0
325118,1,16017.0
325117,0,4.0
