signal_type,period,warning_level,warning_count,warning_signals,evidence,affected_file,affected_developer
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/sessions/contrib/changes/browser/changesViewActions.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/sessions/contrib/providers/agentHost/AGENT_HOST_SESSIONS_PROVIDER.md,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/workbench/contrib/chat/browser/agentSessions/agentHost/stateToProgressAdapter.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/test/node/agentHostSessionTitleController.test.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/test/node/codex/codexPrewarmEviction.test.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/sessions/browser/parts/singlePaneEditorPart.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/node/agentHostTelemetryReporter.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/sessions/contrib/sessions/test/browser/sessionsList.test.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/workbench/contrib/chat/browser/agentSessions/agentHost/agentHostSessionHandler.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,remote/package-lock.json,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,remote/package.json,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/node/copilot/copilotSessionLauncher.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/test/node/protocolServerHandler.test.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/sessions/browser/singlePaneWorkbench.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/common/agentHostSchema.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/sessions/contrib/sessions/browser/media/sessionsList.css,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,extensions/copilot/src/platform/configuration/common/configurationService.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/test/node/e2e/KNOWN_ISSUES.md,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/sessions/LAYOUT_CONTROLLER.md,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/sessions/contrib/changes/browser/sessionChangesEditor.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/sessions/contrib/chat/browser/newChatInput.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/AGENTS.md,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/workbench/contrib/chat/test/browser/agentSessions/stateToProgressAdapter.test.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,extensions/copilot/package.nls.json,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/sessions/common/contextkeys.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/sessions/contrib/providers/copilotChatSessions/browser/copilotChatSessionsProvider.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/workbench/contrib/chat/test/browser/agentSessions/agentHostChatContribution.test.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,extensions/copilot/package-lock.json,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/browser/remoteAgentHostProtocolClient.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/sessions/contrib/changes/browser/changesView.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/MULTI_CHAT_ARCHITECTURE.md,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/node/claude/claudeAgentSession.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/test/node/codex/codexCreateChat.test.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/sessions/contrib/layout/test/browser/layoutControllerTestUtils.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/node/agentHostDatabase.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/node/agentHostGitStateService.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/test/node/e2e/harness/agentHostE2ETestHarness.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/sessions/SESSIONS_LIST.md,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/sessions/browser/parts/chatCompositeBar.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/sessions/services/sessions/test/browser/sessionsManagementService.test.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/electron-browser/localAgentHostService.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/node/copilot/mapSessionEvents.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/test/node/agentHostTurnTelemetry.test.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/sessions/contrib/chat/browser/chatView.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/sessions/contrib/chat/browser/newChatWidget.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/workbench/contrib/chat/browser/widget/chatListRenderer.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,extensions/markdown-language-features/package.json,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/node/sessionPermissions.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/test/node/agentSessionRegistry.test.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/sessions/AI_CUSTOMIZATIONS.md,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/common/agentHostStarter.config.contribution.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/node/agentHostChangesetService.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/node/agentHostMain.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/node/shared/agentServerToolHost.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/test/electron-browser/remoteAgentHostProtocolClient.test.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/common/state/protocol/.ahp-version,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/node/codex/codexMapAppServerEvents.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/node/shared/worktreeIsolation.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/test/common/sessionTestHelpers.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/test/node/agentHostStateManager.test.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/sessions/browser/parts/media/chatCompositeBar.css,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/sessions/browser/parts/sessionView.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/sessions/contrib/chat/test/browser/chatView.test.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/node/agentHostServerMain.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/node/agentSessionRegistry.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/sessions/test/browser/layoutActions.test.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/workbench/browser/parts/editor/editorHeaderControl.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,extensions/markdown-language-features/package-lock.json,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/code/electron-main/app.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/actionWidget/browser/actionList.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/common/state/protocol/channels-session/state.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/test/node/mapSessionEvents.test.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/sessions/browser/parts/chatGroupsView.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/sessions/contrib/providers/agentHost/browser/agentHostSessionConfigPicker.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/sessions/services/sessions/browser/sessionsService.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/workbench/contrib/chat/browser/widget/media/chat.css,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,extensions/copilot/src/extension/conversation/vscode-node/languageModelAccess.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,extensions/copilot/src/platform/endpoint/node/chatEndpoint.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/test/node/e2e/README.md,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,extensions/copilot/src/extension/conversation/vscode-node/test/languageModelAccess.test.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,extensions/markdown-language-features/markdown-editor-src/editor.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/node/copilot/copilotGitHubTelemetryForwarder.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/test/node/e2e/providers/__snapshots__/Agent_Host_E2E___Copilot_prompts_claude-haiku-4_5.prompt.md,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/test/node/e2e/providers/__snapshots__/Agent_Host_E2E___Copilot_prompts_claude-opus-4_5.prompt.md,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/test/node/e2e/providers/__snapshots__/Agent_Host_E2E___Copilot_prompts_claude-opus-4_6.prompt.md,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/test/node/e2e/providers/__snapshots__/Agent_Host_E2E___Copilot_prompts_claude-opus-4_7.prompt.md,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/test/node/e2e/providers/__snapshots__/Agent_Host_E2E___Copilot_prompts_claude-opus-4_8.prompt.md,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/test/node/e2e/providers/__snapshots__/Agent_Host_E2E___Copilot_prompts_claude-opus-5.prompt.md,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/test/node/e2e/providers/__snapshots__/Agent_Host_E2E___Copilot_prompts_claude-sonnet-4_5.prompt.md,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/test/node/e2e/providers/__snapshots__/Agent_Host_E2E___Copilot_prompts_claude-sonnet-4_6.prompt.md,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/test/node/e2e/providers/__snapshots__/Agent_Host_E2E___Copilot_prompts_claude-sonnet-5.prompt.md,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/test/node/e2e/providers/__snapshots__/Agent_Host_E2E___Copilot_prompts_gemini-2_0-flash.prompt.md,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/test/node/e2e/providers/__snapshots__/Agent_Host_E2E___Copilot_prompts_gpt-5-codex.prompt.md,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/test/node/e2e/providers/__snapshots__/Agent_Host_E2E___Copilot_prompts_gpt-5-mini.prompt.md,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/test/node/e2e/providers/__snapshots__/Agent_Host_E2E___Copilot_prompts_gpt-5.prompt.md,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/test/node/e2e/providers/__snapshots__/Agent_Host_E2E___Copilot_prompts_gpt-5_1-codex-mini.prompt.md,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/test/node/e2e/providers/__snapshots__/Agent_Host_E2E___Copilot_prompts_gpt-5_1-codex.prompt.md,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/test/node/e2e/providers/__snapshots__/Agent_Host_E2E___Copilot_prompts_gpt-5_1.prompt.md,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/test/node/e2e/providers/__snapshots__/Agent_Host_E2E___Copilot_prompts_gpt-5_6-luna.prompt.md,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/test/node/e2e/providers/__snapshots__/Agent_Host_E2E___Copilot_prompts_gpt-5_6-sol.prompt.md,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/test/node/e2e/providers/__snapshots__/Agent_Host_E2E___Copilot_prompts_gpt-5_6-terra.prompt.md,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/sessions/browser/menus.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/sessions/contrib/chat/test/browser/sessionWorkspacePicker.test.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/sessions/contrib/providers/agentHost/browser/localAgentHostSessionsProvider.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/sessions/contrib/providers/remoteAgentHost/browser/remoteAgentHost.contribution.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/workbench/contrib/chat/common/chatService/chatService.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,build/azure-pipelines/darwin/steps/product-build-darwin-compile.yml,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,build/lib/policies/policyData.jsonc,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,remote/web/package-lock.json,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,remote/web/package.json,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/node/agentHostGitService.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/test/node/agentHostChangesetService.test.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/test/node/chatContributions.test.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/test/node/codex/codexModelRefresh.test.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/sessions/browser/media/workbench.css,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/sessions/contrib/chat/browser/media/chatView.css,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/sessions/contrib/providers/copilotChatSessions/test/browser/copilotChatSessionsProvider.test.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/workbench/contrib/chat/browser/widget/chatWidget.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,.github/workflows/pr-darwin-test.yml,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,build/gulpfile.vscode.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,extensions/copilot/src/platform/endpoint/node/automodeService.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/actionWidget/test/browser/actionList.test.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/common/sessionDataService.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/node/agentHostPullRequestOperationHandler.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/node/sessionDatabase.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/test/node/agentHostGitStateService.test.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/test/node/copilotSessionLauncher.test.ts,sandy081
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/sessions/browser/parts/media/editorPart.css,sandy081
