developer,files_touched,commits,changes,file_share,commit_share,change_share,developer_concentration,bottleneck_score,risk_level,evidence
jukasper,1,1,18,8.928571428571429e-05,6.411078343377356e-05,5.751092891364827e-07,5.132386900287477e-05,0.005132386900287477,LOW,"Observed contribution across 1 files, 1 commits, and 18 changes."
jvPalma,1,1,17,8.928571428571429e-05,6.411078343377356e-05,5.431587730733448e-07,5.131321883085373e-05,0.0051313218830853725,LOW,"Observed contribution across 1 files, 1 commits, and 17 changes."
claude,1,1,15,8.928571428571429e-05,6.411078343377356e-05,4.792577409470689e-07,5.129191848681164e-05,0.0051291918486811635,LOW,"Observed contribution across 1 files, 1 commits, and 15 changes."
ameerhmz,1,1,15,8.928571428571429e-05,6.411078343377356e-05,4.792577409470689e-07,5.129191848681164e-05,0.0051291918486811635,LOW,"Observed contribution across 1 files, 1 commits, and 15 changes."
vishnukumar650,1,1,14,8.928571428571429e-05,6.411078343377356e-05,4.4730722488393096e-07,5.1281268314790585e-05,0.0051281268314790586,LOW,"Observed contribution across 1 files, 1 commits, and 14 changes."
Canmarha,1,1,12,8.928571428571429e-05,6.411078343377356e-05,3.834061927576551e-07,5.12599679707485e-05,0.00512599679707485,LOW,"Observed contribution across 1 files, 1 commits, and 12 changes."
rmyndharis,1,1,11,8.928571428571429e-05,6.411078343377356e-05,3.514556766945172e-07,5.124931779872745e-05,0.005124931779872745,LOW,"Observed contribution across 1 files, 1 commits, and 11 changes."
joltcoke,1,1,10,8.928571428571429e-05,6.411078343377356e-05,3.1950516063137926e-07,5.123866762670641e-05,0.0051238667626706405,LOW,"Observed contribution across 1 files, 1 commits, and 10 changes."
rhoggs-bot-test-account,1,1,9,8.928571428571429e-05,6.411078343377356e-05,2.8755464456824133e-07,5.122801745468536e-05,0.005122801745468536,LOW,"Observed contribution across 1 files, 1 commits, and 9 changes."
Hamjaster,1,1,9,8.928571428571429e-05,6.411078343377356e-05,2.8755464456824133e-07,5.122801745468536e-05,0.005122801745468536,LOW,"Observed contribution across 1 files, 1 commits, and 9 changes."
irontaek,1,1,9,8.928571428571429e-05,6.411078343377356e-05,2.8755464456824133e-07,5.122801745468536e-05,0.005122801745468536,LOW,"Observed contribution across 1 files, 1 commits, and 9 changes."
felipetruman,1,1,7,8.928571428571429e-05,6.411078343377356e-05,2.2365361244196548e-07,5.1206717110643264e-05,0.005120671711064327,LOW,"Observed contribution across 1 files, 1 commits, and 7 changes."
miachillgood,1,1,6,8.928571428571429e-05,6.411078343377356e-05,1.9170309637882755e-07,5.119606693862222e-05,0.0051196066938622225,LOW,"Observed contribution across 1 files, 1 commits, and 6 changes."
marvinroger,1,1,6,8.928571428571429e-05,6.411078343377356e-05,1.9170309637882755e-07,5.119606693862222e-05,0.0051196066938622225,LOW,"Observed contribution across 1 files, 1 commits, and 6 changes."
kishor-rajbanshi,1,1,6,8.928571428571429e-05,6.411078343377356e-05,1.9170309637882755e-07,5.119606693862222e-05,0.0051196066938622225,LOW,"Observed contribution across 1 files, 1 commits, and 6 changes."
abhi,1,1,5,8.928571428571429e-05,6.411078343377356e-05,1.5975258031568963e-07,5.118541676660118e-05,0.0051185416766601185,LOW,"Observed contribution across 1 files, 1 commits, and 5 changes."
SVOG23,1,1,4,8.928571428571429e-05,6.411078343377356e-05,1.278020642525517e-07,5.117476659458013e-05,0.005117476659458013,LOW,"Observed contribution across 1 files, 1 commits, and 4 changes."
abdeltaehass,1,1,4,8.928571428571429e-05,6.411078343377356e-05,1.278020642525517e-07,5.117476659458013e-05,0.005117476659458013,LOW,"Observed contribution across 1 files, 1 commits, and 4 changes."
cesaryuan,1,1,4,8.928571428571429e-05,6.411078343377356e-05,1.278020642525517e-07,5.117476659458013e-05,0.005117476659458013,LOW,"Observed contribution across 1 files, 1 commits, and 4 changes."
natahanjr,1,1,4,8.928571428571429e-05,6.411078343377356e-05,1.278020642525517e-07,5.117476659458013e-05,0.005117476659458013,LOW,"Observed contribution across 1 files, 1 commits, and 4 changes."
mark-wiemer,1,1,4,8.928571428571429e-05,6.411078343377356e-05,1.278020642525517e-07,5.117476659458013e-05,0.005117476659458013,LOW,"Observed contribution across 1 files, 1 commits, and 4 changes."
euxx,1,1,4,8.928571428571429e-05,6.411078343377356e-05,1.278020642525517e-07,5.117476659458013e-05,0.005117476659458013,LOW,"Observed contribution across 1 files, 1 commits, and 4 changes."
asd142513,1,1,4,8.928571428571429e-05,6.411078343377356e-05,1.278020642525517e-07,5.117476659458013e-05,0.005117476659458013,LOW,"Observed contribution across 1 files, 1 commits, and 4 changes."
amanx5,1,1,3,8.928571428571429e-05,6.411078343377356e-05,9.585154818941378e-08,5.1164116422559087e-05,0.005116411642255909,LOW,"Observed contribution across 1 files, 1 commits, and 3 changes."
kobihikri,1,1,2,8.928571428571429e-05,6.411078343377356e-05,6.390103212627585e-08,5.115346625053804e-05,0.005115346625053804,LOW,"Observed contribution across 1 files, 1 commits, and 2 changes."
MGPOCKY,1,1,2,8.928571428571429e-05,6.411078343377356e-05,6.390103212627585e-08,5.115346625053804e-05,0.005115346625053804,LOW,"Observed contribution across 1 files, 1 commits, and 2 changes."
keshu-g,1,1,2,8.928571428571429e-05,6.411078343377356e-05,6.390103212627585e-08,5.115346625053804e-05,0.005115346625053804,LOW,"Observed contribution across 1 files, 1 commits, and 2 changes."
deepika-rattewal,1,1,2,8.928571428571429e-05,6.411078343377356e-05,6.390103212627585e-08,5.115346625053804e-05,0.005115346625053804,LOW,"Observed contribution across 1 files, 1 commits, and 2 changes."
TheNotary,1,1,2,8.928571428571429e-05,6.411078343377356e-05,6.390103212627585e-08,5.115346625053804e-05,0.005115346625053804,LOW,"Observed contribution across 1 files, 1 commits, and 2 changes."
puabiq,1,1,2,8.928571428571429e-05,6.411078343377356e-05,6.390103212627585e-08,5.115346625053804e-05,0.005115346625053804,LOW,"Observed contribution across 1 files, 1 commits, and 2 changes."
Manikantayarasingu,1,1,2,8.928571428571429e-05,6.411078343377356e-05,6.390103212627585e-08,5.115346625053804e-05,0.005115346625053804,LOW,"Observed contribution across 1 files, 1 commits, and 2 changes."
Himan-D,1,1,2,8.928571428571429e-05,6.411078343377356e-05,6.390103212627585e-08,5.115346625053804e-05,0.005115346625053804,LOW,"Observed contribution across 1 files, 1 commits, and 2 changes."
damster101,1,1,2,8.928571428571429e-05,6.411078343377356e-05,6.390103212627585e-08,5.115346625053804e-05,0.005115346625053804,LOW,"Observed contribution across 1 files, 1 commits, and 2 changes."
hadley,1,1,2,8.928571428571429e-05,6.411078343377356e-05,6.390103212627585e-08,5.115346625053804e-05,0.005115346625053804,LOW,"Observed contribution across 1 files, 1 commits, and 2 changes."
chenlichao,1,1,2,8.928571428571429e-05,6.411078343377356e-05,6.390103212627585e-08,5.115346625053804e-05,0.005115346625053804,LOW,"Observed contribution across 1 files, 1 commits, and 2 changes."
ashykng,1,1,2,8.928571428571429e-05,6.411078343377356e-05,6.390103212627585e-08,5.115346625053804e-05,0.005115346625053804,LOW,"Observed contribution across 1 files, 1 commits, and 2 changes."
yzxcj797,1,1,2,8.928571428571429e-05,6.411078343377356e-05,6.390103212627585e-08,5.115346625053804e-05,0.005115346625053804,LOW,"Observed contribution across 1 files, 1 commits, and 2 changes."
bot,1,1,2,8.928571428571429e-05,6.411078343377356e-05,6.390103212627585e-08,5.115346625053804e-05,0.005115346625053804,LOW,"Observed contribution across 1 files, 1 commits, and 2 changes."
breck7,1,1,2,8.928571428571429e-05,6.411078343377356e-05,6.390103212627585e-08,5.115346625053804e-05,0.005115346625053804,LOW,"Observed contribution across 1 files, 1 commits, and 2 changes."
503badrr,1,1,1,8.928571428571429e-05,6.411078343377356e-05,3.1950516063137926e-08,5.114281607851699e-05,0.005114281607851699,LOW,"Observed contribution across 1 files, 1 commits, and 1 changes."
CatBraaain,1,1,1,8.928571428571429e-05,6.411078343377356e-05,3.1950516063137926e-08,5.114281607851699e-05,0.005114281607851699,LOW,"Observed contribution across 1 files, 1 commits, and 1 changes."
aruru,1,1,1,8.928571428571429e-05,6.411078343377356e-05,3.1950516063137926e-08,5.114281607851699e-05,0.005114281607851699,LOW,"Observed contribution across 1 files, 1 commits, and 1 changes."
bjgiraudon,1,1,1,8.928571428571429e-05,6.411078343377356e-05,3.1950516063137926e-08,5.114281607851699e-05,0.005114281607851699,LOW,"Observed contribution across 1 files, 1 commits, and 1 changes."
